,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.0,0.0
2,-0.0,0.0,-0.0,1.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.0,0.0
3,3.603968284229802e-06,0.0,0.0,1.0,3.6039682843408243e-06,3.6039682841597414e-06,3.6039682841597414e-06,-0.0,0.0,-0.0,-0.0,-0.0,0.0,3.6039682841597414e-06,-0.0,-0.0,-0.0,1.0,1.0,-0.0
4,3.6039682841597414e-06,0.0,0.0,1.0,3.6039682841597414e-06,1.0,1.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,1.0,-0.0,-0.0,-0.0,1.0,1.0,-0.0
5,3.6039682844518466e-06,-1.0350876800335528e-10,-0.0,1.0,1.0,1.0,1.0,-0.0,0.0,-0.0,0.0,-1.0350876800335528e-10,0.0,1.0,-0.0,-1.0350876800335528e-10,-0.0,1.0,1.0,-0.0
6,1.0,0.0,-0.0,1.0,1.0,1.0,1.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,1.0,-0.0,-0.0,-0.0,1.0,1.0,-0.0
7,1.0,0.0,0.0,1.0,1.0,1.0,1.0,-0.0,0.0,-0.0,1.0,-0.0,0.0,1.0,-0.0,-0.0,0.0,1.0,1.0,-0.0
8,1.0,-0.0,-0.0,1.0,1.0,1.0,1.0,-0.0,-0.0,-0.0,1.0,-0.0,0.0,1.0,-0.0,1.0,0.0,1.0,1.0,-0.0
9,1.0,0.0,0.0,1.0,1.0,1.0,1.0,-0.0,0.0,1.0,1.0,-0.0,0.0,1.0,-0.0,1.0,-0.0,1.0,1.0,-0.0
10,1.0,0.0,0.0,1.0,1.0,1.0,1.0,-0.0,-0.0,0.9999980907869013,1.0,-0.0,0.0,1.0,-0.0,1.0,-0.0,1.0,1.0,1.9092130987292278e-06
11,1.0,0.0,-0.0,1.0,1.0,1.0,1.0,1.0,-0.0,1.0,1.0,-0.0,0.0,1.0,-0.0,1.0,-0.0,1.0,1.0,-0.0
12,1.0,-0.0,-0.0,1.0,1.0,1.0,1.0,-0.0,5.3892132966792204e-06,1.0,1.0,1.0,0.0,1.0,-0.0,1.0,-0.0,1.0,1.0,-0.0
13,1.0,1.0,0.0,1.0,1.0,1.0,1.0,-0.0,0.0,1.0,1.0,1.0,0.0,1.0,-0.0,1.0,-0.0,1.0,1.0,-0.0
14,1.0,5.389213296722589e-06,-0.0,1.0,1.0,1.0,1.0,-0.0,0.9999946107867035,0.9999946107867035,1.0,0.9999946107867035,0.0,1.0,-0.0,0.9999946107867035,-0.0,1.0,1.0,0.0
15,1.0,0.0,1.0,1.0,1.0,1.0,1.0,-0.0,-0.0,-0.0,1.0,-0.0,0.0,1.0,1.0,0.9999946107867035,-0.0,1.0,1.0,-0.0
16,1.0,0.0,-0.0,1.0,1.0,1.0,1.0,-0.0,-0.0,0.9999963960317156,0.9999963960317156,-0.0,0.0,1.0,-0.0,0.9999963960317156,1.0,0.9999963960317156,1.0,-0.0
17,1.0,-0.0,-0.0,1.0,1.0,1.0,1.0,0.0,-0.0,-0.0,0.9999946107867035,-0.0,0.0,1.0,-0.0,0.9999946107867035,-0.0,1.0,1.0,0.9999946107867035
18,1.0,0.0,-0.0,1.0,1.0,1.0,1.0,-0.0,-0.0,-0.0,1.0,0.0,0.0,1.0,-0.0,0.9999963960317156,-0.0,1.0,1.0,0.9999963960317156
19,0.9999981944667627,-0.0,5.409501521491514e-06,1.0,1.0,1.0,1.0,-0.0,-0.0,-0.0,0.9999981944667627,0.0,0.0,1.0,-0.0,0.9999981944667627,-0.0,1.0,1.0,0.9999981944667627
20,1.0,0.0,3.6039682843672094e-06,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,-0.0,1.0,-0.0,1.0,1.0,1.0
A,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.9999963960317156,0.0,0.0,1.0,0.0,5.389213296500545e-06,-0.0,0.9999963960317156,1.0,0.0
B,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
C,-0.0,0.0,0.0,1.0,0.0,0.9999963960317158,0.9999963960317155,0.0,0.0,0.0,0.0,0.0,0.0,0.9999963960317159,0.0,0.0,0.0,0.9999927920634317,1.0,0.0
D,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,-0.0,0.9999946107867035,0.0,1.0,1.0,0.0
E,1.0,-0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,-0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
F,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
J,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
