cell,V1,V2
894,-0.389052260487072,2.14813820899137
227,-1.18669920024156,-3.15991981446139
150,1.77902061882735,6.41560833037504
712,-1.36166172084092,-0.289159075611746
744,-2.42932145652055,-1.35776312767855
514,-2.61069481429338,0.278003557330453
348,-0.355530369846814,1.90777604163297
705,3.55891115608931,-4.574276522988
787,3.59479434433699,-5.21629293381563
866,-0.451613295643322,2.1342035967172
724,-3.81794111785173,2.6139718729318
477,-3.87118523177385,2.22174231589445
552,-0.160280871956341,2.99463669837126
773,-2.80810587462663,1.56739906848081
707,3.62032682839156,-4.61841304718844
85,5.69942815247298,-2.48866732537142
257,-1.47752683219194,-1.2158084672629
401,4.42796475830794,-2.35692699372164
280,-1.98384707030534,0.0428537714541793
270,-2.77376406249284,2.59333388388761
781,-0.328122068016522,1.85944692671903
606,-0.294666100113385,2.6454180914224
524,3.99078495445967,-4.9831424516379
45,-1.15450923499345,-3.11897499977938
665,1.7634406799388,6.39726583541044
559,-3.81628363188981,2.43848793089994
131,-2.81902782973527,1.94812361777433
190,-1.69387452658891,-1.60532195984713
255,-2.7288483863759,-3.08185751854769
659,-0.166605461208813,1.98786584914335
103,4.0337956661296,-4.80903585373751
213,-1.1450043207097,-3.0873266023337
603,-1.75689761695146,-0.163624731147206
413,-3.1196913009572,1.47536067546018
668,3.69637496414901,-4.55608900009981
840,3.74337799492598,-4.4965906900107
205,-3.61419360694169,1.75218979895719
449,-2.62541000899553,-1.5490604203879
903,-1.9100326782155,-2.2486134332358
569,4.42732531967879,-2.26722319542757
841,3.31982381287337,-5.03161724030367
825,-1.96074407157182,-2.0552221101462
121,-2.68333308753251,-0.518429623240149
221,1.59362180176497,6.13590852797636
174,-1.13758688029527,-3.10751183449618
383,0.297084815980203,-0.0317798194228768
689,4.7395582908702,-2.43433626114718
313,1.82061345520736,6.41629306853422
587,-2.58839457091569,-1.28035982071749
399,-0.307178843586438,2.65430204451689
493,-1.15727846678972,-2.91161330162874
289,-2.55443065222978,1.11634020388731
786,-2.33257286605119,0.221683903342569
845,4.71370465698958,-2.33307345330111
14,1.91483325901747,-1.72813458859316
627,-3.80043308791398,2.13738052428373
112,3.72910172882796,-5.2543040078818
249,-2.18069117125749,-0.981974617832816
791,3.99938375893355,-4.80056579529635
318,-0.326087880699627,1.97471134246
694,-3.84043734130143,2.13235871375211
311,-1.78711454924821,0.569593771106088
682,-1.57342617568254,-1.38636739670626
783,1.77440543118239,6.47205249846586
872,5.00531775894881,-2.83489425598971
454,3.31742126885176,-4.95912273346773
411,3.79514629784346,-5.05880124985567
566,-1.59544782695054,-2.38463957726351
371,3.24531323853255,-5.00374467789522
807,-1.83693497237443,-0.70986558615557
38,-3.89854948577165,2.3227543073953
369,-3.08327143248796,1.58480886996397
106,-2.17056767997026,-0.868608490818656
337,4.14800388756514,-2.61544020592562
126,-2.85911243018388,-1.53489239632479
770,-3.22182624396562,2.01829711974272
75,2.00205368939162,3.16052596152433
480,-1.36269991454362,0.711421414023721
498,5.9958797210765,-2.38204605996004
391,1.95713944378615,6.49401943266996
805,-2.35974066313981,-1.16996462761751
135,-3.74292795714616,2.06405679762968
76,3.35916335526229,-5.04787834107271
522,0.481519725353725,3.59657089293607
418,-0.078653950064175,2.17713515341886
858,-1.15584354457139,-3.13405831276766
424,4.51489789429427,-2.3033021253287
19,-0.101385850279324,3.00650708258756
278,-3.57583134230851,1.74664573252805
158,-3.94494431075334,2.29818551123747
368,-2.64033072051286,-0.426917062395728
43,-0.456204581825726,2.00454299033293
90,0.230865832598217,3.52076546729215
539,-2.33660309371232,-0.826350705021536
462,1.65581245365859,6.32802002013334
207,4.67764480057479,-3.08193333565584
349,-1.59212820586442,-2.3142610353171
844,-2.380205321877,1.00126235068449
608,4.93221194687606,-2.58939011513582
272,1.73929984513045,3.67014662802824
804,0.32939283940316,-0.0319826242267251
107,-0.249707508652203,2.4223431783975
757,-2.4314257388997,-0.893293814057028
400,-1.70657055434465,0.598632975226724
640,5.12921388092757,-2.73150046288363
572,5.88569505158187,-2.34852536141268
772,-1.72963445243119,0.572750790721261
4,-2.7094265705037,0.0624327498734832
96,-4.00136225280046,2.39116518080839
89,-0.328572917549603,2.5429441171945
433,-1.59891371783494,-1.4453759950339
357,-2.52769606169938,-1.21176500737063
414,-3.7985595947194,2.15117780745634
444,-2.61906187590837,-0.359661803835547
9,3.30530412140609,-4.97523887574068
208,-2.51054971274614,-1.17593725144259
591,-2.96418373641252,-1.6864488881766
611,4.27472264710189,-2.90457661568514
216,6.10055596771956,-2.43383272110811
817,1.42003221455336,2.77315656722196
663,12.6644087547374,-3.84224756180636
492,1.72936625424147,6.42410938323149
290,3.68855864945174,-4.48320777832857
834,-1.87119596060991,0.706383033400857
251,4.00445802155257,-5.02913291870943
752,-3.03977220114946,1.58641092360624
281,-1.6695267444539,-2.07556159912936
328,4.42228896561385,-2.30406673371187
551,-0.143332112400524,2.25904004157194
55,-0.354410040943615,2.20591632903227
754,-3.11196796950578,-0.388940290802634
597,4.35292894783736,-2.93185384690157
753,-3.91346066054582,2.36580006659635
511,3.57219750824691,-4.97498233734957
638,2.446365904243,6.58735410750517
888,-4.06301014479875,2.3653306204141
430,0.29274078849078,-0.0370407488881707
733,5.8348632568431,-2.39972002922884
139,5.81063086930037,-2.43777068077914
222,-1.29582147654771,1.70205800116667
320,4.45738370362044,-2.92075713097445
194,-2.53877561148881,-1.24913258969179
818,4.40714604798079,-2.97519596039644
219,0.192272391350277,3.43022005141386
476,3.38768536988021,-4.92106969773165
695,-0.0358078068184779,1.89762489379057
144,4.71045930329085,-2.31571586548678
