,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,-0.0,-0.0,0.0,0.0,-0.0,1.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,1.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0
2,1.0,0.0,0.0,0.0,0.0,1.0,1.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,1.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0
3,1.0,0.0,0.0,0.9999923710711016,0.0,1.0,1.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,1.0,-0.0,-0.0,-0.0,0.9999923710711016,1.0,-0.0
4,1.0,0.0,-0.0,1.0,-0.0,1.0,1.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,1.0,-0.0,-0.0,-0.0,1.0,1.0,-0.0
5,1.0,0.0,0.0,1.0,1.0,1.0,1.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,1.0,-0.0,-0.0,-0.0,1.0,1.0,-0.0
6,1.0,-0.0,0.0,1.0,1.0,1.0,1.0,-0.0,0.0,-0.0,1.0,-0.0,0.0,1.0,-0.0,-0.0,-0.0,1.0,1.0,-0.0
7,1.0,-0.0,-0.0,1.0,1.0,1.0,1.0,-0.0,-0.0,-0.0,1.0,-0.0,0.0,1.0,-0.0,-0.0,0.0,1.0,1.0,1.9073486328125e-06
8,1.0,0.0,-0.0,1.0,1.0,1.0,1.0,-0.0,0.0,2.8558869171678704e-06,1.0,-0.0,0.0,1.0,-0.0,1.0,2.8558869171678704e-06,1.0,1.0,1.9073486328125e-06
9,1.0,-0.0,0.0,1.0,1.0,1.0,1.0,-0.0,0.0,1.0,1.0,-0.0,0.0,1.0,-0.0,1.0,2.8558869171678713e-06,1.0,1.0,1.9073486328125e-06
10,1.0,7.0173620834430725e-06,8.79120470319095e-06,1.0,1.0,1.0,1.0,3.900306415222732e-06,-0.0,1.0,1.0,-0.0,0.0,1.0,-0.0,1.0,6.77255409870201e-07,1.0,1.0,4.085980140110171e-06
11,1.0,-0.0,8.791204703207123e-06,1.0,1.0,1.0,1.0,-0.0,-0.0,1.0,1.0,1.9148015572843675e-06,0.0,1.0,-0.0,1.0,-0.0,1.0,1.0,6.07148499793118e-06
12,1.0,7.0173620834430725e-06,8.791204703190955e-06,1.0,1.0,1.0,1.0,-0.0,0.0,1.0,1.0,-0.0,0.0,1.0,-0.0,1.0,-0.0,1.0,1.0,7.986286555215547e-06
13,1.0,-0.0,7.986286555177224e-06,1.0,1.0,1.0,1.0,0.9999920137134448,-0.0,1.0,1.0,0.0,0.0,1.0,-0.0,1.0,-0.0,1.0,1.0,7.986286555215547e-06
14,1.0,0.9999920137134448,-0.0,1.0,1.0,1.0,1.0,-0.0,7.986286555177224e-06,1.0,1.0,1.0,0.0,1.0,-0.0,1.0,7.986286555215547e-06,1.0,1.0,-0.0
15,1.0,-0.0,-0.0,1.0,1.0,1.0,1.0,-0.0,-0.0,1.0,1.0,1.0,0.0,1.0,-0.0,1.0,2.3622901676012835e-06,1.0,1.0,6.428914535605838e-06
16,1.0,-0.0,2.3622901676516866e-06,1.0,1.0,1.0,1.0,-0.0,8.049181479915741e-07,0.9999976377098323,0.9999995450584639,0.9999976377098323,0.0,1.0,-0.0,0.9999976377098323,-0.0,1.0,1.0,8.791204703207123e-06
17,1.0,-0.0,-0.0,1.0,1.0,1.0,1.0,4.085980139992817e-06,0.9999959140198599,1.0,1.0,0.99999591401986,0.0,1.0,-0.0,1.0,-0.0,1.0,1.0,8.791204703207123e-06
