,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1.0,0.0,-0.0,1.0,1.0,-0.0,1.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,1.0,-0.0,-0.0,-0.0,1.0,1.0,0.0
2,1.0,-0.0,-0.0,1.0,1.0,1.0,1.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,1.0,-0.0,-0.0,-0.0,1.0,1.0,0.0
3,1.0,-0.0,-0.0,1.0,1.0,1.0,1.0,-0.0,0.0,0.0,-0.0,0.0,0.0,1.0,-0.0,-0.0,-0.0,1.0,1.0,1.9228402658134382e-06
4,1.0,0.0,-0.0,1.0,1.0,1.0,1.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,1.0,-0.0,-0.0,-0.0,1.0,1.0,3.830188898625938e-06
5,1.0,0.0,-0.0,1.0,1.0,1.0,1.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,1.0,-0.0,-0.0,-0.0,1.0,1.0,5.737537531438438e-06
6,1.0,0.0,-0.0,1.0,1.0,1.0,1.0,0.0,-0.0,-0.0,1.0,-0.0,0.0,1.0,-0.0,5.737537531438438e-06,-0.0,1.0,1.0,-0.0
7,1.0,0.0,-0.0,1.0,1.0,1.0,1.0,-0.0,-0.0,-0.0,1.0,-0.0,0.0,1.0,-0.0,-0.0,-0.0,1.0,1.0,5.737537531438438e-06
8,0.9999915020683073,-0.0,-0.0,0.9999915020683073,0.9999915020683073,0.9999915020683073,1.0,-0.0,-0.0,-0.0,0.9999915020683071,-0.0,0.0,1.0,-0.0,0.9999915020683071,-0.0,0.9999915020683073,0.9999915020683071,5.737537531438438e-06
9,1.0,0.0,0.0,1.0,1.0,1.0,1.0,-0.0,-0.0,5.737537531635972e-06,1.0,-0.0,0.0,1.0,-0.0,1.0,5.737537531438437e-06,1.0,1.0,-0.0
