,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,1.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
2,-0.0,-0.0,0.0,-0.0,0.0,0.0,1.0,-0.0,-0.0,-0.0,1.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
3,-0.0,1.0,0.0,-0.0,0.0,0.0,1.0,-0.0,-0.0,0.0,1.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
4,-0.0,1.0,0.0,0.0,0.0,-0.0,1.0,-0.0,-0.0,0.0,1.0,0.0,-0.0,-0.0,1.0,-0.0,-0.0,-0.0
5,-0.0,1.0,0.0,9.389230552270256e-06,0.0,-0.0,1.0,-0.0,1.0,-0.0,1.0,0.0,-0.0,9.3892305524923e-06,1.0,-0.0,-0.0,-0.0
6,-0.0,1.0,0.0,-0.0,0.0,-0.0,1.0,-0.0,-0.0,1.0,1.0,0.0,-0.0,-0.0,1.0,-0.0,-0.0,-0.0
7,9.3892305524923e-06,1.0,0.0,9.389230552270256e-06,0.0,-0.0,1.0,0.0,-0.0,1.0,1.0,0.0,0.0,9.3892305524923e-06,1.0,9.389230552565999e-06,9.3892305524923e-06,-0.0
8,-0.0,1.0,0.0,-0.0,0.0,1.0,1.0,-0.0,-0.0,1.0,1.0,0.0,-0.0,-0.0,1.0,9.3892305524923e-06,-0.0,-0.0
9,-0.0,1.0,0.0,-0.0,0.0,0.9999900208615176,1.0,0.0,-0.0,1.0,1.0,0.0,-0.0,-0.0,1.0,-0.0,-0.0,9.979138482479148e-06
10,0.9999906107694475,1.0,0.0,7.886953663907015e-06,0.0,0.0,1.0,-0.0,-0.0,-0.0,1.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.9999906107694475
11,-0.0,0.9999906107694475,0.0,-0.0,0.0,0.0,1.0,0.9999906107694475,-0.0,-0.0,1.0,0.0,-0.0,3.325352487327916e-06,-0.0,-0.0,-0.0,0.9999906107694475
12,1.0,1.0,0.0,-0.0,0.0,-0.0,1.0,-0.0,0.0,9.3892305524923e-06,1.0,0.0,-0.0,-0.0,9.3892305524923e-06,9.3892305524923e-06,1.0,0.9999906107694475
B,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9.3892305524923e-06,0.0,0.9999906107694475
N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O,0.0,1.0,0.0,9.389230552270256e-06,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,9.3892305524923e-06,1.0,0.0,0.0,0.0
Q,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,9.3892305524923e-06,1.0,0.0,0.0,0.0,1.0,9.3892305524923e-06,0.0,0.0
