clone_id,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
A,0.7033248081841432,0.0,0.26969696969696966,0.6666666666666666,0.0,0.0,0.8,0.9090909090909091,0.0,0.5714285714285714,0.0,0.0,0.0,0.6666666666666666,0.47058823529411764,0.0,0.6989130434782609,0.0
B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C,0.8461538461538461,0.0,0.0,0.0,0.0,0.0,0.8120777027027027,0.9,0.0,0.8181818181818182,0.0,0.0,0.0,0.64,0.64,0.0,0.75,0.0
D,0.896551724137931,0.0,0.0,0.0,0.0,0.6666666666666666,0.8947368421052632,0.9269401330376941,0.6666666666666666,0.8571428571428571,0.0,0.0,0.0,0.8,0.7272727272727273,0.0,0.8,0.0
E,1.0,0.0,1.0,0.0,0.0,0.0,0.39375000000000004,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
F,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
H,0.875,0.0,0.18181818181818182,0.0,0.0,0.6666666666666666,0.8833789329685362,0.9375,0.0,0.828847771236333,0.6666666666666666,0.0,0.0,0.7876304023845007,0.7272727272727273,0.0,0.8,0.0
I,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
J,0.9213352007469654,0.0,0.4142136248948696,0.0,0.0,0.7261774370208105,0.9319058385423593,0.9515098722415796,0.0,0.9018227009113504,0.0,0.14285714285714285,0.0,0.865909090909091,0.8333333333333334,0.6666666666666666,0.8412563667232598,0.25
K,0.875,0.0,0.3157894736842105,0.0,0.6666666666666666,0.7225531914893617,0.8942669172932332,0.9166666666666666,0.0,0.8712374581939799,0.0,0.0,0.0,0.8072758358662614,0.7692307692307693,0.0,0.7768817204301075,0.0
