,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,1.0,-0.0,0.0
2,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,1.0,1.0,0.0
3,0.0,0.0,-0.0,0.0,1.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,1.0,1.0,0.0
4,1.0,-0.0,-0.0,-0.0,1.0,1.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,1.0,1.0,-0.0
5,1.0,-0.0,-0.0,1.0,1.0,1.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,1.0,1.0,-0.0
6,1.0,-0.0,0.0,1.0,1.0,1.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,1.0,-0.0,-0.0,-0.0,1.0,1.0,-0.0
7,1.0,-0.0,-0.0,1.0,1.0,1.0,1.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,1.0,-0.0,0.0,-0.0,1.0,1.0,-0.0
8,1.0,-0.0,0.0,1.0,1.0,1.0,1.0,-0.0,0.0,0.0,1.0,-0.0,0.0,1.0,0.0,-0.0,-0.0,1.0,1.0,-0.0
9,1.0,-0.0,-0.0,1.0,1.0,1.0,1.0,0.0,7.670594010798463e-06,7.670594010798463e-06,1.0,7.670594010798463e-06,0.0,1.0,-0.0,1.0,-0.0,1.0,1.0,-0.0
10,1.0,-0.0,-0.0,1.0,1.0,1.0,1.0,-0.0,0.0,-0.0,1.0,-0.0,0.0,1.0,-0.0,1.0,-0.0,1.0,1.0,1.9485481123609344e-06
11,1.0,0.0,7.670594010798385e-06,1.0,1.0,1.0,1.0,-0.0,0.0,-0.0,1.0,-0.0,0.0,1.0,-0.0,1.0,-0.0,1.0,1.0,3.855838223185451e-06
12,1.0,0.0,-0.0,1.0,1.0,1.0,1.0,-0.0,-0.0,-0.0,1.0,-0.0,0.0,1.0,-0.0,1.0,-0.0,1.0,1.0,5.76324537798595e-06
13,1.0,-0.0,-0.0,1.0,1.0,1.0,1.0,-0.0,0.0,-0.0,1.0,-0.0,0.0,1.0,-0.0,1.0,-0.0,1.0,1.0,7.67059401079845e-06
14,1.0,-0.0,0.0,1.0,1.0,1.0,1.0,-0.0,-0.0,1.0,1.0,-0.0,0.0,1.0,-0.0,1.0,-0.0,1.0,1.0,-0.0
15,1.0,-0.0,0.0,1.0,1.0,1.0,1.0,1.0,-0.0,1.0,1.0,-0.0,0.0,1.0,-0.0,1.0,-0.0,1.0,1.0,0.0
16,1.0,1.0,-0.0,1.0,1.0,1.0,1.0,-0.0,-0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,-0.0,1.0,1.0,-0.0
17,1.0,-0.0,0.0,1.0,1.0,1.0,1.0,-0.0,0.9999923294059897,1.0,1.0,0.9999923294059898,0.0,1.0,5.7632453779859505e-06,1.0,-0.0,1.0,1.0,-0.0
18,1.0,-0.0,1.0,1.0,1.0,1.0,1.0,-0.0,0.0,-0.0,1.0,-0.0,0.0,1.0,0.9999923294059893,1.0,-0.0,1.0,1.0,0.0
19,1.0,-0.0,-0.0,1.0,1.0,1.0,1.0,-0.0,0.0,1.0,1.0,-0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,-0.0
20,1.0,-0.0,-0.0,1.0,1.0,1.0,1.0,0.0,0.0,5.763245377985985e-06,1.0,0.0,0.0,1.0,1.0,1.0,-0.0,1.0,1.0,1.0
A,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,-0.0,1.0,1.0,0.0
B,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
C,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
D,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,-0.0,0.0,0.0,1.0,-0.0,0.0,0.0,1.0,1.0,0.0
E,1.0,-0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,-0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
F,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
J,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
L,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,-0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
