,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,3.964267338841705e-06,3.964267338841705e-06,0.0,-0.0,0.0,-0.0,3.964267338841705e-06,-0.0,-0.0,-0.0,1.0,0.0,-0.0,3.964267338841705e-06,-0.0,-0.0,-0.0,-0.0
2,-0.0,3.964267338841705e-06,0.0,-0.0,0.0,-0.0,1.0,-0.0,-0.0,-0.0,1.0,0.0,-0.0,3.964267338841705e-06,-0.0,-0.0,-0.0,-0.0
3,-0.0,1.0,0.0,3.1520991618615897e-06,0.0,-0.0,1.0,0.0,0.0,-0.0,1.0,0.0,-0.0,3.964267338841705e-06,-0.0,-0.0,-0.0,-0.0
4,-0.0,1.0,0.0,-0.0,0.0,-0.0,1.0,-0.0,-0.0,-0.0,1.0,0.0,-0.0,-0.0,1.0,-0.0,-0.0,-0.0
5,7.92853467757239e-06,1.0,0.0,3.1520991618615897e-06,0.0,-0.0,1.0,7.92853467768341e-06,-0.0,-0.0,1.0,0.0,-0.0,3.964267338841705e-06,0.9999920714653224,1.74465756522011e-06,7.92853467768341e-06,3.964267338841705e-06
6,0.0,1.0,0.0,-0.0,0.0,1.5459692790747673e-06,1.0,-0.0,0.9999960357326612,-0.0,1.0,0.0,-0.0,3.964267338841705e-06,1.0,-0.0,-0.0,3.964267338841705e-06
7,0.0,1.0,0.0,-0.0,0.0,-0.0,1.0,0.0,-0.0,1.0,1.0,0.0,-0.0,3.964267338841705e-06,1.0,1.744657565270119e-06,0.0,2.219609773571587e-06
8,0.0,1.0,0.0,0.0,0.0,0.999998454030721,1.0,0.0,-0.0,1.0,1.0,0.0,-0.0,3.964267338841705e-06,1.0,1.744657565270119e-06,-0.0,2.219609773571586e-06
9,-0.0,0.9999960357326613,0.0,3.1520991618615897e-06,0.0,0.0,0.9999960357326613,0.0,3.031777950773747e-06,-0.0,1.0,0.0,-0.0,3.964267338841705e-06,-0.0,-0.0,-0.0,0.9999920714653223
10,1.0,1.0,0.0,-0.0,0.0,-0.0,1.0,-0.0,-0.0,-0.0,1.0,0.0,-0.0,3.964267338841705e-06,-0.0,1.7446575652701202e-06,-0.0,0.9999960357326612
11,1.0,1.0,0.0,-0.0,0.0,-0.0,1.0,0.0,-0.0,-0.0,1.0,0.0,-0.0,3.964267338841705e-06,-0.0,1.744657565270119e-06,1.0,0.9999960357326612
12,1.0,1.0,0.0,-0.0,0.0,-0.0,1.0,1.0,-0.0,-0.0,1.0,0.0,-0.0,-0.0,0.0,1.744657565270119e-06,1.0,0.9999960357326612
B,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.7446575651947072e-06,0.0,0.9999960357326612
N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O,0.0,1.0,0.0,3.1520991617961513e-06,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.964267338840699e-06,3.964267338840699e-06,0.0,0.0,0.0
Q,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.7446575651947072e-06,0.0,0.0
