cell,V1,V2
784,0.5980175114241,17.032776971428
946,0.655388770159757,17.0253688293381
410,0.617441711482084,17.0428306060715
674,0.515238759573972,16.9356643157883
553,0.449472365435636,17.0199634033128
576,0.522020576056516,16.9835044341965
869,0.855781552847898,16.835659165947
357,0.670882937964475,17.018689294426
1057,0.49308359390167,16.8988276916428
651,0.894702670630491,17.6652327972337
1003,0.966160295065915,17.7694846588059
465,0.187208948191678,16.8424760299607
380,0.402192053851163,16.9802485900803
57,0.605222044047391,17.027613778679
343,0.671666321810758,16.9746791320725
1090,0.672124979552305,17.0511084991379
877,0.680567858275449,17.0612746673508
152,0.731556532439267,17.4007636505051
401,0.955344793852842,17.7587386566087
511,0.762062308844602,16.9340335327073
515,0.142764297780072,16.8173924880906
102,0.89869677787689,17.6558906036301
1039,0.712314484175718,17.3514720397874
503,0.915716764983213,17.6827250915452
119,0.132320699748075,16.8083650070115
604,0.570409355219877,17.069455285637
945,0.655274567660367,17.0454970794602
247,0.678162274416959,17.0214511352463
600,0.893010494765317,16.8067285018845
1018,0.488201139029538,17.0284568267747
707,0.142052767333066,16.8163062530442
590,0.955876109656369,17.7618476348801
842,0.854443786200559,16.849762101738
427,0.730544087943113,17.377913613884
999,0.455139873084104,16.8706580596848
1030,0.669596252497709,17.0456973510667
508,0.592182633933103,17.0580436187669
422,0.960964319762265,17.7678042846604
53,0.131732193287885,16.8138896423264
709,0.164350268897092,16.8243752914353
48,0.723636148032224,17.3778506713792
252,0.872511861380613,16.8293429809495
471,0.643170354422605,17.0354739623948
690,0.899672148283994,16.7956506210252
165,0.724224088248288,17.3351813751145
21,0.610056994017637,17.0445472198411
561,0.601214704569852,17.0023452239915
188,0.617673871573484,16.988738198845
942,0.777199266013181,16.8969508605881
1004,0.156962809618985,16.822719712822
2,0.835569140967405,16.8662492233201
8,0.67889982229141,17.0314704376145
29,0.16294181114105,16.8256246047898
389,0.956003902014768,17.7605277496262
323,0.957067725714719,17.7609569030686
738,0.907616732176816,16.8345290618821
746,0.520813701209104,16.9384356933518
661,0.667268095072782,16.9818507629319
337,0.513877091464078,16.9334174590989
106,0.940494177397764,16.7625466781541
147,0.669516322669065,17.0402919250413
816,0.974974391516721,17.7814380126878
454,0.956243870314634,17.7592803436204
339,0.721002457198179,17.3487845855637
65,0.64126086002258,17.0411273437424
570,0.659815964755094,17.0021640258713
263,0.639838872012174,17.0411998229905
256,-3.18509078258606,9.07193769988258
447,-3.72420954937073,8.73150410231788
