cell,V1,V2
42,9.18718559507985,-0.388119522386617
940,8.95998651747365,-0.24697620039565
399,9.03640634779591,-0.281610790544576
914,9.24258596663136,-0.463619533830709
47,8.86401874785084,-0.26301271086318
655,9.19152767424244,-0.378476206117696
987,9.1921065545525,-0.395640913301534
1143,9.00435287718434,-0.278756204896993
828,9.2650144792046,-0.475387874895162
692,9.25810940031666,-0.390115324312276
85,9.21935302977223,-0.411157432848043
140,9.22821838621754,-0.396918598466939
578,9.24672348265309,-0.415496412569112
1062,9.2074874139275,-0.44463473921401
293,9.1207478738274,-0.334495607667989
1082,9.21553594832081,-0.459070984178609
1058,9.21798879866261,-0.411372724824972
134,9.01108867888112,-0.264204326921529
146,9.21055824522633,-0.415603939348287
1155,9.20120699171681,-0.412303749376363
556,9.18185026411671,-0.398805681520528
379,9.06549007658619,-0.299186292940206
575,9.17268926863331,-0.451510254198141
240,9.23382313017506,-0.428135935121603
482,9.20098478560109,-0.404296699815816
533,9.04942734007496,-0.294506613069601
836,9.19892103438038,-0.408022466951437
1118,9.0717566705193,-0.298117700868673
233,9.05840713743824,-0.31877214079482
661,9.1915510392632,-0.404125753694601
341,9.24126274351735,-0.425321880632467
821,8.95175297026295,-0.271683517747945
758,8.92792064909596,-0.398667398744649
920,9.24547846083302,-0.45523363714797
1237,9.21183807615895,-0.415493551546163
765,9.18186027769703,-0.384607378297872
450,9.20970613722462,-0.414508167558736
182,9.23198396925587,-0.425510231309957
998,9.2361067033257,-0.474524799638814
178,9.18777687315602,-0.421847168260641
778,9.19420273069996,-0.396303478532857
366,9.23433525328297,-0.43139273291213
584,9.21780760054249,-0.453669372850484
303,9.08098299269337,-0.32743388777358
49,9.15072519545216,-0.390121523195333
768,9.19315464262623,-0.427601877504415
333,9.19532234434742,-0.418799701982564
1079,9.28222448591847,-0.504614893251485
1225,9.2154391503777,-0.425919596010274
141,8.8989895081963,-0.465907875352926
784,9.21681291823048,-0.42973667746169
732,9.21311838392872,-0.418611112886495
1066,1.22519309286732,5.28551095361131
773,1.70064360861439,5.0915276371898
882,1.77487642531056,5.40105813378709
301,1.69051320318837,5.40211265916246
101,1.7481950021233,5.39094751710313
21,1.63698298697133,5.3334824406566
310,1.68223531012196,5.20513885850328
1020,1.51992447142262,5.44155281419175
745,1.64396888975758,5.4898225628795
1140,1.71170408491749,5.23744552964585
926,1.67530901198048,5.3007606827678
947,1.70525533918995,5.0817128979625
699,1.7251716351952,5.14194577569383
52,1.56177456144948,5.33194511765855
510,1.776865551516,5.4368440472545
861,1.59920890097279,5.4869236313762
350,1.77666790251393,5.26625531548875
816,1.70402939085621,5.48580163354295
217,1.74569899801869,5.34193962449449
118,1.64080769781727,5.43122714394944
664,1.77690346007008,5.42971342439073
1220,1.72756225828785,5.39564460153001
843,1.80164153341908,5.34835260743516
592,1.28587133650441,5.30743544930833
461,1.73176080946583,5.28905933732408
391,1.61168939833302,5.19273227090257
837,1.55061752562184,5.44668811196702
591,1.70194704298634,5.33174961442369
389,1.46668250326771,5.42435687417405
878,1.68472177748341,5.23704975480454
