cell,cluster
986,1
124,1
1084,1
1062,1
408,1
182,1
325,1
22,1
804,1
280,1
538,1
1216,1
406,1
132,1
924,1
529,1
520,1
546,1
110,1
554,1
665,1
779,1
836,1
655,1
488,1
952,1
612,1
401,1
359,1
907,1
1047,1
914,1
699,1
1008,1
168,1
947,1
461,1
782,1
493,10
475,10
920,10
173,10
672,10
317,10
1128,10
221,10
489,10
1187,10
630,10
936,10
450,10
1049,10
633,10
46,10
666,10
570,10
449,10
90,10
694,10
821,10
433,10
137,10
553,10
610,10
329,10
265,10
651,10
887,11
500,11
256,11
824,11
236,11
702,11
819,11
510,11
813,11
871,11
24,11
713,11
827,11
418,11
982,11
794,11
1188,11
875,11
979,11
589,11
130,11
344,11
862,11
391,11
126,11
795,11
99,11
88,11
1195,11
727,11
411,11
1086,11
229,11
596,11
708,11
774,11
684,11
365,11
374,11
177,11
242,11
1024,11
513,11
203,11
447,11
378,11
1199,11
732,11
680,11
1059,11
615,11
1198,11
634,12
663,12
1016,12
556,12
312,12
965,12
910,12
1208,12
1193,12
205,12
465,12
806,12
224,12
1039,12
681,12
67,12
12,12
494,12
771,12
1076,12
900,12
240,12
273,12
396,12
931,12
1111,12
897,12
998,12
131,12
1157,12
41,12
639,12
977,12
145,12
527,12
899,12
658,12
27,12
1105,12
292,12
772,12
1181,12
1201,12
1088,12
834,12
364,13
948,13
944,13
908,13
857,13
1192,13
1146,13
480,13
695,13
1150,13
855,13
211,13
400,13
992,13
101,13
1160,13
595,13
555,13
1165,13
563,13
1118,13
949,13
463,13
389,13
505,13
693,13
882,13
430,13
5,13
698,13
1206,13
1065,13
1116,13
60,13
1096,13
26,13
967,13
656,13
1009,13
456,13
1061,13
776,13
1021,13
526,14
157,14
1057,14
15,14
579,14
927,14
412,14
61,14
603,14
154,14
1019,14
356,14
20,14
330,14
1159,14
313,14
147,14
336,14
692,14
483,14
1190,14
1080,14
477,14
1189,14
696,14
1085,14
703,14
453,14
906,14
1023,14
544,14
136,14
82,14
581,14
44,14
333,14
1134,14
928,14
971,14
566,14
514,14
457,14
1060,14
1121,14
716,15
8,15
1066,15
1050,15
705,15
499,15
569,15
935,15
815,15
39,15
36,15
133,15
584,15
565,15
532,15
635,15
247,15
118,15
176,15
1072,15
246,15
719,15
498,15
476,15
376,15
421,15
1169,15
138,15
898,15
530,15
572,15
517,15
443,15
946,15
311,15
582,15
667,15
424,15
160,15
1007,15
270,15
823,15
674,15
354,15
1095,15
432,15
722,15
638,15
34,15
322,15
1131,15
937,15
35,15
194,15
111,15
375,15
956,15
481,15
426,15
360,15
549,15
1140,15
327,15
618,15
930,15
407,15
625,15
974,15
1030,15
1006,15
1037,15
458,15
278,15
643,15
294,15
74,15
587,15
748,15
1101,15
682,15
1152,15
817,15
918,15
781,15
1197,15
1106,15
1207,15
238,15
1151,15
1087,15
220,15
346,15
2,15
52,15
284,15
1068,15
1058,15
1173,15
1210,15
793,15
608,15
237,15
1012,15
1117,15
833,15
261,15
915,15
911,15
302,15
1052,15
1103,15
1029,15
141,15
367,15
345,15
119,15
169,15
539,15
1124,15
807,15
854,15
1120,15
393,15
888,15
1063,15
186,15
414,15
298,15
891,15
1089,15
688,15
334,15
63,15
239,15
48,15
883,15
758,15
697,15
537,15
394,15
56,15
847,15
859,15
1182,15
70,15
187,15
723,15
164,15
328,15
816,15
260,15
812,15
259,15
1122,15
193,15
310,15
540,15
644,15
551,15
1048,15
997,15
258,15
208,15
507,15
1194,15
405,15
76,15
100,15
1148,15
1138,15
880,15
113,15
304,15
523,15
773,15
925,15
21,15
468,15
720,15
1220,15
846,15
146,15
487,15
1123,15
215,15
474,15
1070,15
1022,15
395,15
381,15
181,15
49,15
17,15
417,15
1174,15
829,15
121,15
617,15
308,15
263,15
1185,15
102,15
669,15
254,15
419,15
714,15
606,15
370,15
839,15
232,15
983,15
1125,15
869,15
492,15
953,15
650,15
649,15
209,15
978,15
195,15
741,15
363,15
446,15
1223,15
853,15
984,15
629,15
1161,15
614,15
68,15
397,15
226,15
679,15
384,15
117,15
189,15
664,15
616,15
525,15
516,15
444,15
197,15
288,15
620,15
478,15
787,15
92,15
1104,15
472,15
536,15
295,15
455,15
275,15
1034,15
377,15
670,15
159,15
172,15
757,15
737,15
290,15
835,15
870,15
422,2
338,2
1082,2
989,2
770,2
199,2
