cell,V1,V2
986,0.0686728301997528,-5.27904191666764
124,0.0844594779963836,-5.27686849290055
1084,-0.215051343703712,-5.01164117509049
1062,-0.0446527805571213,-5.08453193360489
408,-0.128267755771126,-5.20541301423233
182,-0.44219233658358,-4.80278888398331
325,0.291429089343105,-5.18762221985978
22,-0.0590690281633988,-5.24962440186661
804,-0.0690845158342972,-4.92457214051407
280,-0.20761238601252,-4.9033772056691
538,-0.17942350175425,-5.00986734086197
1216,-0.219139179254021,-5.05616679841202
406,-0.44711496498629,-4.97353139573258
132,-0.230198523068871,-5.04982295685929
924,-0.104977449441399,-5.33841005021256
529,-0.289215287232842,-5.10100379639786
520,-0.295590838456596,-5.03892818146866
546,-0.136785348916496,-5.0937167709462
110,-0.209543636107887,-5.03037181550186
554,-0.527935346627678,-4.66215100938004
665,-0.3130154814963,-5.02108255082291
779,-0.074222138190712,-5.1900245254628
836,-0.165078600907768,-5.11718908005875
655,-0.0863019731287613,-5.23310867005509
488,-0.0522957351450577,-4.985582978069
952,-0.198578855061974,-4.89412465745133
612,-0.145839085841621,-4.92510476761978
401,-0.287265857720818,-5.03395524674576
359,-0.148964336181129,-5.14398589783829
907,-0.293877800965752,-5.08039155656021
1047,-0.18392064240023,-5.09905400925797
914,-0.19178642895266,-4.94491639786881
699,-0.172593673730339,-5.12473359757584
1008,-0.182160815263237,-4.98234239274186
168,-0.142331114078011,-5.14606586152237
947,-0.177450945640053,-5.12254872971695
461,-0.204418739343132,-5.035538346111
782,-0.105218907857384,-4.9797464912526
493,-4.68371762898013,0.663982837856595
475,-4.74142017033144,0.698781161964719
920,-4.78457488682314,0.796745091141049
173,-4.78381194737002,0.761671810806577
672,-4.75511588718935,0.717246084869687
317,-4.75314607288882,0.733468263805692
1128,-4.8853153195624,0.269518404663388
221,-4.54578342106387,0.520128696621244
489,-4.84572591450259,0.795520215690915
1187,-4.76043834354922,0.728232412994687
630,-4.72143163349673,0.704847067058866
936,-4.78926934864565,0.762475400627439
450,-4.61360587742373,0.589810877502744
1049,-4.89470185902163,0.447151928604428
633,-4.497820755506,0.564297526539151
46,-4.68536224033877,0.641416638553922
666,-4.73029508259341,0.748724072635953
570,-4.75594081547305,0.718412786186521
449,-4.732919117475,0.725067406357114
90,-4.83747758533999,0.757558196247403
694,-4.78698339130923,0.748051136196439
821,-4.59473266270205,0.573101192177121
433,-4.76045407917544,0.730007737339322
137,-4.70191087391421,0.67460688895065
553,-4.70214118626162,0.670544653595273
610,-4.70411815311953,0.66875550097305
329,-4.84733714726015,0.75277182406265
265,-4.58956088688418,0.518978505791013
651,-4.82980575230166,0.763229280174558
887,-4.45024861958071,0.474088936508481
500,-4.08820047047182,0.493507682741467
256,-3.99320878651186,0.367253332794492
824,-4.10661592152163,0.0233686039455576
236,-3.94823732044741,0.436954050720517
702,-3.75180091526553,0.0410349251933737
819,-3.92676057484194,0.390889852703397
510,-3.89785756733462,0.482533066929166
813,-3.78758277561709,0.220390170276944
871,-3.85589494373843,0.345044910372083
24,-3.88394250538393,0.347261040867154
713,-4.46602239277407,0.0597581783540888
827,-3.75347556736514,0.0735862026222391
418,-4.18941344883486,0.498785733640973
982,-3.95284499790713,0.429106920421903
794,-3.87458696033999,0.396921455324475
1188,-4.35124721195742,0.103360093594377
875,-3.85987414982363,0.437293201149289
979,-4.19739379551455,0.0860467175253077
589,-3.94452943470522,0.449215351999585
130,-3.70844592716738,0.0767914610214872
344,-4.34040536549136,0.353462159097974
862,-3.89062156345889,0.399696975410764
391,-4.22116317417666,0.12107068991739
126,-4.09201707508608,0.110300279618089
795,-3.87976827290102,0.391585915745084
99,-3.92743243839785,0.470035165012662
88,-3.86108770039126,0.350198894203488
1195,-3.79099120762392,0.245138152898137
727,-3.90097322132632,0.41321915334541
411,-3.83646239903017,0.250170483649556
1086,-4.33793058064028,0.464400916755979
229,-4.43773116734072,0.464458494842832
596,-3.95018949177309,0.418263703049008
708,-3.99823274281069,0.332545101106946
774,-3.86911525394961,0.426924079120938
684,-3.90430631306216,0.372568010748212
365,-4.06094636585757,0.421851932466809
374,-3.80103196766421,0.241799517930333
177,-4.01956548359438,0.254924147785489
