,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
2,-0.0,-0.0,0.0,-0.0,0.0,-0.0,1.0,-0.0,-0.0,-0.0,1.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
3,-0.0,7.62927811770453e-06,0.0,-0.0,0.0,-0.0,1.0,-0.0,-0.0,-0.0,1.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,7.629278117704449e-06
4,-0.0,1.0,0.0,-0.0,0.0,-0.0,1.0,-0.0,-0.0,-0.0,1.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
5,7.62189312581459e-06,1.0,0.0,-0.0,0.0,-0.0,1.0,7.6218931258146816e-06,-0.0,-0.0,1.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,7.62189312581459e-06
6,-0.0,1.0,0.0,-0.0,0.0,0.0,1.0,-0.0,-0.0,0.0,1.0,0.0,-0.0,-0.0,1.0,-0.0,-0.0,-0.0
7,-0.0,1.0,0.0,-0.0,0.0,-0.0,1.0,-0.0,1.0,-0.0,1.0,0.0,-0.0,-0.0,1.0,-0.0,-0.0,-0.0
8,0.0,1.0,0.0,-0.0,0.0,0.0,1.0,-0.0,-0.0,1.0,1.0,0.0,-0.0,-0.0,1.0,-0.0,-0.0,-0.0
9,-0.0,1.0,0.0,-0.0,0.0,1.0,1.0,-0.0,-0.0,1.0,1.0,0.0,-0.0,-0.0,1.0,-0.0,-0.0,-0.0
10,1.0,1.0,0.0,-0.0,0.0,-0.0,1.0,-0.0,-0.0,-0.0,1.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.0
11,-0.0,1.0,0.0,-0.0,0.0,-0.0,1.0,0.9999923781068742,-0.0,-0.0,1.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.0
12,1.0,1.0,0.0,-0.0,0.0,-0.0,1.0,-0.0,-0.0,-0.0,1.0,0.0,-0.0,-0.0,-0.0,-0.0,1.0,1.0
B,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
