,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,1.0,-0.0,-0.0,0.0
2,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,1.0,-0.0,-0.0,0.0,-0.0,1.0,-0.0,-0.0,-0.0
3,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,1.0,-0.0,-0.0,0.0,-0.0,1.0,-0.0,6.976724854150383e-06,3.26335194226944e-07
4,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,1.0,-0.0,1.0,0.0,-0.0,1.0,-0.0,-0.0,-0.0
5,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,1.0,-0.0,1.0,0.0,-0.0,1.0,-0.0,6.976724142796112e-06,3.26335194226944e-07
6,0.0,0.0,1.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,1.0,0.0,1.0,0.0,-0.0,1.0,-0.0,-0.0,3.26335194226944e-07
7,0.0,0.0,1.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,1.0,-0.0,1.0,0.0,1.0,1.0,-0.0,-0.0,-0.0
8,-0.0,-0.0,1.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,1.0,-0.0,1.0,0.0,1.0,1.0,1.0,-0.0,3.26335194226944e-07
9,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,1.0,0.0,1.0,1.0,1.0,7.629393819895729e-06,3.26335194226944e-07
10,-0.0,0.0,1.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,1.0,1.0,-0.0,1.0,0.0,1.0,1.0,1.0,7.629393819895729e-06,3.26335194226944e-07
11,0.999996511637573,-0.0,1.0,0.0,-0.0,0.0,0.0,4.14103281552908e-06,3.4883624270287683e-06,0.999996511637573,1.0,-0.0,1.0,0.0,0.999996511637573,1.0,0.999996511637573,3.4883624270751912e-06,3.4883624270751912e-06
12,-0.0,0.9999996736648058,1.0,0.0,1.0,0.0,0.0,-0.0,-0.0,0.9999996736648058,1.0,-0.0,1.0,0.0,1.0,1.0,0.9999996736648058,6.6503896599234385e-06,3.26335194226944e-07
13,-0.0,0.0,1.0,0.0,-0.0,0.0,0.0,0.9999958589671845,3.488362427121614e-06,0.9999971643079614,1.0,-0.0,1.0,0.0,0.9999971643079614,1.0,0.9999971643079614,4.14103281552908e-06,2.835692038621303e-06
14,3.4883624270287683e-06,0.0,1.0,0.0,-0.0,0.0,0.0,-0.0,0.9999930232751458,1.0,1.0,3.263351942006665e-07,1.0,0.0,1.0,1.0,1.0,6.9767248541503824e-06,-0.0
15,-0.0,0.0,1.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.9999996736648058,1.0,0.9999996736648058,1.0,0.0,1.0,1.0,0.9999996736648058,6.6503896599234385e-06,3.26335194226944e-07
16,0.0,-0.0,1.0,0.0,1.0,0.0,0.0,-0.0,0.0,1.0,1.0,-0.0,1.0,0.0,1.0,1.0,1.0,0.9999930232751458,3.26335194226944e-07
17,-0.0,0.0,0.9999996736648058,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,1.0,-0.0,1.0,0.0,0.0,1.0,0.0,-0.0,1.0
A,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0
B,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
D,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0
G,0.0,0.0,1.0,0.0,3.263351942006665e-07,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,6.976724854168559e-06,0.0
