,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,-0.0,-0.0,0.0,1.0,-0.0,7.398200757570872e-06,3.6991003787863576e-06,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,1.0,1.0,0.0
2,0.0,-0.0,-0.0,1.0,-0.0,1.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.9999926017992424,-0.0,-0.0,-0.0,1.0,0.9999926017992424,0.0
3,-0.0,-0.0,-0.0,1.0,0.0,1.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.9999963008996212,-0.0,-0.0,-0.0,1.0,0.9999963008996212,-0.0
4,-0.0,0.0,0.0,1.0,-0.0,1.0,1.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.9999963008996212,-0.0,-0.0,-0.0,1.0,0.9999963008996212,-0.0
5,-0.0,0.0,-0.0,1.0,-0.0,1.0,1.0,0.0,0.0,0.0,-0.0,-0.0,0.0,1.0,-0.0,-0.0,-0.0,1.0,1.0,-0.0
6,1.0,-0.0,7.62984574720349e-06,1.0,1.0,1.0,1.0,-0.0,-0.0,-0.0,1.9077998486549674e-06,0.0,0.0,1.0,-0.0,1.9077998486549674e-06,1.9077998486549674e-06,1.0,1.0,-0.0
7,1.0,0.0,-0.0,1.0,1.0,1.0,1.0,0.0,-0.0,-0.0,1.0,-0.0,0.0,1.0,-0.0,-0.0,-0.0,1.0,1.0,-0.0
8,1.0,-0.0,-0.0,1.0,1.0,1.0,1.0,-0.0,0.0,-0.0,1.0,-0.0,0.0,1.0,-0.0,-0.0,-0.0,1.0,1.0,1.9073486328125e-06
9,1.0,-0.0,-0.0,1.0,1.0,1.0,1.0,-0.0,0.0,0.0,1.0,-0.0,0.0,1.0,-0.0,2.0345052083333333e-06,-0.0,1.0,1.0,3.6875406901041667e-06
10,1.0,-0.0,-0.0,1.0,1.0,1.0,1.0,-0.0,0.0,-0.0,1.0,-0.0,0.0,1.0,-0.0,-0.0,-0.0,1.0,1.0,5.7220458984375e-06
11,1.0,-0.0,-0.0,1.0,1.0,1.0,1.0,-0.0,-0.0,0.0,1.0,-0.0,0.0,1.0,-0.0,1.0,-0.0,1.0,1.0,5.7220458984375e-06
12,1.0,-0.0,-0.0,1.0,1.0,1.0,1.0,0.0,0.0,-0.0,1.0,-0.0,0.0,1.0,-0.0,1.0,-0.0,1.0,1.0,7.62939453125e-06
13,1.0,-0.0,-0.0,1.0,1.0,1.0,1.0,-0.0,-0.0,1.0,1.0,-0.0,0.0,1.0,-0.0,1.0,-0.0,1.0,1.0,-0.0
14,1.0,-0.0,0.0,1.0,1.0,1.0,1.0,1.0,-0.0,1.0,1.0,-0.0,0.0,1.0,-0.0,1.0,-0.0,1.0,1.0,-0.0
15,1.0,-0.0,1.907799848877012e-06,1.0,1.0,1.0,1.0,0.9999980922001511,-0.0,1.0,1.0,-0.0,0.0,1.0,-0.0,1.0,-0.0,1.0,1.0,1.907799848902252e-06
16,1.0,1.0,-0.0,1.0,1.0,1.0,1.0,-0.0,-0.0,0.9999980922001513,1.0,0.9999980922001513,0.0,1.0,-0.0,1.0,-0.0,1.0,1.0,1.907799848902252e-06
17,1.0,0.0,-0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,-0.0,1.0,-0.0,1.0,1.0,-0.0
18,1.0,-0.0,0.9999942784053177,1.0,1.0,1.0,1.0,-0.0,-0.0,-0.0,1.0,-0.0,0.0,1.0,1.0,1.0,-0.0,1.0,1.0,1.907799848903221e-06
19,1.0,-0.0,-0.0,1.0,1.0,1.0,1.0,7.62939453125e-06,-0.0,1.0,1.0,1.9077998486549674e-06,0.0,1.0,-0.0,1.0,0.9999980922001513,1.0,1.0,1.907799848903221e-06
20,1.0,-0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.907799848902252e-06,0.9999942779541016,0.0,0.0,1.0,-0.0,0.9999942779541016,-0.0,1.0,1.0,1.0
A,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.9999980922001513,1.0,0.0,0.0,1.0,0.0,1.0,-0.0,1.0,1.0,0.0
B,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
C,0.0,0.0,0.0,1.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,1.0,0.9999926017992424,0.0
D,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,-0.0,0.0,0.0,1.0,-0.0,0.0,0.0,1.0,1.0,0.0
E,1.0,-0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.9077998486549674e-06,1.0,-0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
F,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
J,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
L,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
