cell,V1,V2
132,-8.21035404340364,-10.1841611752707
540,-8.2221314443741,-10.1829509625632
33,-8.13961334363557,-10.1987275967795
704,-8.31658573285677,-10.025862682839
81,-8.2500741018448,-10.1109418759543
716,-8.2236659063492,-10.148948658486
34,-8.21470899716951,-10.1594600568014
829,-8.29136629239656,-10.0393333325583
797,-8.25378389493562,-10.0968932995993
175,-8.21310444013216,-10.160839069863
850,-8.243790341774,-10.0324640164572
334,-8.22574777738191,-10.1427965054709
610,-8.19886083737947,-10.1805457959372
822,-8.17601652280428,-10.2052411923605
24,-8.23982257978059,-10.1205825696188
239,-8.19844217435457,-10.1594686398703
388,-8.22888679639436,-10.1412448773581
682,-8.29194183484651,-10.0319795499045
389,-8.3085424436722,-10.0333785901266
920,-8.21127958432771,-10.1438550839621
394,-8.21431942121126,-10.1580810437399
550,-8.17658157483675,-10.211807240029
605,-8.23955316678621,-10.1250581631857
475,-5.77402491704561,1.94952179096163
110,-4.92433781758882,2.44071007869661
282,-5.34971447126009,2.69747067592562
318,-4.48137529031374,1.83998085163057
197,-5.3085617555771,1.88567079208315
195,-5.69913621083833,1.81317449710787
88,-5.67315001622774,3.13045049808443
449,-5.00105948583223,2.17189134262026
183,-4.48524208203889,1.87514103553713
406,-5.25542504922487,1.82203830383241
686,-4.97486825124361,1.24508095882356
182,-4.82472486631013,1.56035782001436
74,-5.09465081826784,1.90346361301363
891,-5.53092761174776,1.30505515239656
386,-5.51105542317964,1.30863679550112
988,-5.23431546823122,2.75761319301546
587,-5.33716316358186,1.53659559390962
3,-4.98216087953188,2.3630654921335
172,-4.92064709798433,1.27947498462618
228,-5.36086506978609,2.22717524669588
419,-5.36523671285249,2.11155236862123
361,-5.32978124753572,2.20595885417879
789,-5.35468692914583,2.33313966892183
852,-5.04131276742555,1.98168684146822
793,-5.3826276792679,1.57453597686708
200,-4.84067602292635,1.5389847864908
809,-5.23200900689699,2.93380666873873
1,-5.39297957555391,2.09683061740816
996,-4.44589002267458,1.79973257682741
30,-5.17369849816896,3.19167710445345
1023,-4.96202774182893,1.45746446750582
324,-4.95862646237947,2.57277227542818
882,-5.5380801691208,1.76001275680483
93,-5.64780349866487,2.18487216136873
169,-4.96000118390657,2.07356048725069
787,-5.82842750684358,2.25032426021517
915,-5.36931820050813,1.78121460578859
385,-4.75467140809633,1.73202730319917
326,-5.04806311265565,2.38743783138216
4,-5.05015440122224,1.8455524554056
876,-4.60391802922823,1.23095883033693
444,-5.18352265493013,3.1621389498514
476,-4.99881286756136,2.00974465511263
167,-5.54076094762422,3.26739145420015
894,-4.95732708112337,1.57928742073
123,-5.17666037217714,2.26659036777437
413,-5.73230023519136,2.34494925640047
606,-5.60040278569795,2.03069842956484
418,-5.41752762929536,2.35281492374361
649,-4.92112238542177,2.10494936607301
309,-5.38627596036531,2.01467729709566
909,-4.99133558408357,1.76200581691683
346,-5.30110998288728,2.78950978420198
335,-5.60687847272493,3.07273198268831
216,-5.18694169656374,3.18701721332491
838,-5.34926076070406,1.74483681819856
269,-4.94509382382967,2.30773092410982
452,-5.67074866429903,2.0113067736429
13,-4.86720056668855,1.84403086803377
833,-5.44493765966035,1.51158083579958
156,-4.8277040256653,1.46697236202181
862,-4.93397958413698,2.13577664993227
556,-5.06354911462404,2.37617207668245
496,-5.5411126150284,1.9715837349695
104,-4.74963612691499,1.84585095546663
135,-5.21563608781435,2.18322182796419
148,-5.16811580793001,2.02147806785524
642,-4.91420002118684,1.60329629085481
835,-4.90070612565614,1.95737136505068
603,-5.0252650512848,2.44726086757601
711,-5.02761502400972,1.54248369834841
861,-4.86385758058168,2.35157467029512
425,-5.3690504564438,1.97925878665865
553,-5.60723490850069,3.1051321139139
500,-5.57306261197664,1.90231491229952
432,-4.90604419843294,2.23377991817415
574,-4.96008665696718,1.79632187984407
359,-5.08717925683595,2.45440961025179
76,-4.83971662656404,1.82168866298616
341,-5.77667660848238,2.49549556873262
924,-5.48425383702852,1.86528040073335
266,-4.9787357582245,1.84732795856416
78,-5.21928055421449,2.82331992290437
937,-4.85704131261446,1.6339509596628
798,-4.98331315652467,1.71280516288698
930,-5.39875955716707,2.14773989818514
279,-5.74402899877168,2.60750008724153
455,-5.25334484712221,2.33730126522005
47,-5.27539475099184,2.61304212711275
100,-4.45245344773866,1.7516963591379
229,-5.59566683904268,2.48596168659151
993,-5.3346335424576,1.59361518524111
207,-5.00975413457491,1.61192072532594
275,-5.77677054540254,1.1936136593622
514,-5.00307102338411,2.42033935687959
651,-5.16279788152315,2.81986142299593
555,-5.61719746724702,3.10769177577913
319,-5.02470452920534,1.93597127101839
733,-5.27155227796175,1.55934692523897
568,-5.29317422048189,2.60844899318636
45,-4.96773488656618,2.28749204776705
193,-4.97433788911439,2.50461650989473
348,-5.41164918080904,1.57125319145143
949,-5.5106942190323,2.47422076366365
692,-5.60686488286592,3.11392952106416
9,-5.41123719350435,2.78340221546114
885,-4.93285484449007,1.54821051261843
400,-5.78020544187166,2.40569497249544
485,-4.922297073761,1.79750419757784
906,-4.8748402132187,2.07441128395021
422,-4.91267783776857,2.02198041580141
437,-4.90511043206789,1.33448172710359
223,-5.33942527906038,2.09757031104982
1006,-4.97659309045412,2.3524088969034
255,-4.99542422429658,2.10492015979708
118,-5.19116587773897,3.10245634220064
544,-5.0598715080414,2.17134274146974
145,-5.50438852445222,1.93865467212618
771,-4.91170795098878,1.97223724029482
723,-5.11819906369783,2.47390795848787
415,-5.45108885900117,2.7756357302469
907,-4.97639174596407,1.5814185251993
506,-5.34430046216585,1.57307995460451
439,-5.02293844358064,2.28832436702669
929,-4.90857083932497,1.97022021911562
493,-5.41067404882051,1.92409742973268
664,-5.30264396802522,1.60530830524385
184,-4.92659289971925,1.68991590640962
1002,-5.30322237149812,2.71113349101961
313,-5.02982301847078,1.9349763502878
247,-4.50445683137514,1.78947211406648
106,-4.95563442842104,1.97398615978182
397,-5.01201398507692,1.81018425128877
101,-5.46109194890596,2.54440189502657
51,-5.74532337323762,1.48860336444795
974,-5.51101632253267,2.00263441703737
661,-5.37430710927583,1.67546714446962
803,-5.45275683538057,2.01351274154604
251,-4.97522206441499,2.29543710849703
666,-5.26156599656679,2.78468228481233
979,-5.05178721086122,1.18994332454622
248,-5.20242829457857,2.88884545467317
953,-4.5420298113022,1.88230956695497
8,-5.32531924382783,1.68431771896303
498,-4.93962283269502,1.99345387123049
89,-5.46277446881868,2.22454572818697
990,-4.92349560395814,1.97375382087648
975,8.61499242647551,6.61807728908479
801,8.58830194338225,6.63722706935823
126,8.61504678591155,6.64232255123079
510,8.483016298851,6.7049570193094
261,8.63641099794768,6.70631886623323
877,8.57110528810881,6.66224051616609
235,8.61661271913908,6.74348593852937
982,8.61475591524504,6.72928858898103
139,8.47798566683196,6.59978533885896
910,8.59232931002043,6.66365195415437
985,8.60798196657561,6.65030289791048
330,8.60328702791594,6.72990084789217
196,8.11769418581389,6.65740300319612
817,8.56374387606047,6.63140727184236
57,8.54932908876799,6.69883156917513
284,8.64368371828459,6.65610123775423
393,8.54706411226653,6.64795638225496
337,8.5151904092636,6.7001118769449
416,8.55089788301848,6.65862561366976
433,8.55052785738371,6.58365155361116
824,8.62777738436125,6.58250762126863
632,8.29002599581145,6.6691060175699
769,8.19539956911467,6.59527541301668
245,8.53336458071135,6.61153603694856
963,8.58568124636076,6.63976145885408
598,8.56211976869963,6.63931084773958
1011,8.53361348970793,6.64449311397493
144,8.61357240541838,6.58491183422029
311,8.58268766268156,6.62301493785799
511,8.61627607210539,6.66118575237215
667,8.58671026094817,6.63953066966951
396,7.72209291323088,6.33850146434725
14,6.76947336061858,6.11579276225984
811,7.46525316103362,6.66177035472811
873,6.79925947054289,6.14594651363313
529,7.26813344820403,6.77707339427889
232,7.93991689546965,6.05588198802889
268,7.76770334108733,6.011056910972
841,7.3019049630966,6.55740977428377
965,7.27422647341155,6.74614812038362
431,7.94439344271086,6.11143685481966
316,7.38684587343596,6.84547377727449
178,7.33253316744231,6.04969788692415
224,6.93349389894865,6.46526433132112
616,7.09903173311614,6.32481146953523
869,7.61036710604094,6.10666896007478
509,7.4463723169174,6.06341649196565
298,7.24286966188811,6.8194589724344
751,7.84055166109465,6.35058022640169
127,7.85750894411467,5.95195342204988
54,7.19551687105559,6.83391190669954
515,7.34760789736174,6.14892531536043
112,6.99486188753508,6.40043259761751
15,7.42555837496184,6.64303637645662
783,7.35852269991301,6.07626391551912
377,7.44748906954192,6.16810656688631
133,7.3717873559799,6.15020753047884
543,7.81103544100188,6.0761466135782
895,7.18552808626555,6.2764926066202
91,7.82074098451994,6.13860036037386
473,7.77024011476897,6.53364802501619
626,7.56158761843108,6.0907950510782
640,8.24762372835539,6.08218814037264
495,7.50321988924406,6.67135049007356
120,8.32394914492033,6.12977839610994
454,7.22510938509367,6.40509844921053
896,7.61526040895842,5.41085911891878
933,7.11886434420012,6.23648978374422
151,7.75650148256682,6.34506083629549
997,7.85580377443694,5.95344973705232
164,7.26157884462737,6.37156773708284
875,7.08142404421233,6.46297932765901
244,7.34727506502531,6.69502307079256
905,7.39462308748625,6.3735532870096
230,7.44354181154631,6.50841666362703
305,8.27822618349455,6.09431697032869
936,7.40307073458098,5.64936734340608
