cell,cluster
132,1
540,1
33,1
704,1
81,1
716,1
34,1
829,1
797,1
175,1
850,1
334,1
610,1
822,1
24,1
239,1
388,1
682,1
389,1
920,1
394,1
550,1
605,1
475,10
110,10
282,10
318,10
197,10
195,10
88,10
449,10
183,10
406,10
686,10
182,10
74,10
891,10
386,10
988,10
587,10
3,10
172,10
228,10
419,10
361,10
789,10
852,10
793,10
200,10
809,10
1,10
996,10
30,10
1023,10
324,10
882,10
93,10
169,10
787,10
915,10
385,10
326,10
4,10
876,10
444,10
476,10
167,10
894,10
123,10
413,10
606,10
418,10
649,10
309,10
909,10
346,10
335,10
216,10
838,10
269,10
452,10
13,10
833,10
156,10
862,10
556,10
496,10
104,10
135,10
148,10
642,10
835,10
603,10
711,10
861,10
425,10
553,10
500,10
432,10
574,10
359,10
76,10
341,10
924,10
266,10
78,10
937,10
798,10
930,10
279,10
455,10
47,10
100,10
229,10
993,10
207,10
275,10
514,10
651,10
555,10
319,10
733,10
568,10
45,10
193,10
348,10
949,10
692,10
9,10
885,10
400,10
485,10
906,10
422,10
437,10
223,10
1006,10
255,10
118,10
544,10
145,10
771,10
723,10
415,10
907,10
506,10
439,10
929,10
493,10
664,10
184,10
1002,10
313,10
247,10
106,10
397,10
101,10
51,10
974,10
661,10
803,10
251,10
666,10
979,10
248,10
953,10
8,10
498,10
89,10
990,10
975,11
801,11
126,11
510,11
261,11
877,11
235,11
982,11
139,11
910,11
985,11
330,11
196,11
817,11
57,11
284,11
393,11
337,11
416,11
433,11
824,11
632,11
769,11
245,11
963,11
598,11
1011,11
144,11
311,11
511,11
667,11
396,12
14,12
811,12
873,12
529,12
232,12
268,12
841,12
965,12
431,12
316,12
178,12
224,12
616,12
869,12
509,12
298,12
751,12
127,12
54,12
515,12
112,12
15,12
783,12
377,12
133,12
543,12
895,12
91,12
473,12
626,12
640,12
495,12
120,12
454,12
896,12
933,12
151,12
997,12
164,12
875,12
244,12
905,12
230,12
305,12
936,12
778,12
938,12
820,12
870,12
501,12
874,12
283,12
250,12
773,12
519,12
342,12
527,12
102,12
777,12
848,12
278,12
580,12
572,12
382,12
306,12
575,12
888,12
41,12
322,12
886,12
42,12
267,12
355,12
795,12
834,12
961,12
659,12
353,12
542,12
407,12
50,12
72,12
741,12
289,12
617,12
735,12
202,12
474,12
367,12
565,12
602,12
846,12
58,12
557,12
209,12
450,12
976,12
1018,12
427,12
117,12
813,12
679,12
855,12
486,12
364,12
908,12
973,12
73,12
854,12
678,12
325,12
201,12
812,12
171,12
241,12
469,12
832,12
609,12
956,12
581,12
675,12
705,12
411,12
426,12
303,12
919,12
383,12
187,12
19,12
461,12
656,12
844,12
32,12
61,12
552,12
942,12
347,12
782,12
728,12
752,13
1021,13
293,13
82,13
951,13
286,13
652,13
483,13
533,13
191,13
280,13
21,13
213,13
843,13
358,13
214,13
471,13
327,13
398,13
573,13
287,13
826,13
762,13
380,13
94,13
403,13
868,13
236,13
560,13
370,13
312,13
150,13
802,13
849,13
99,13
645,13
934,13
948,13
481,13
143,13
599,13
810,13
199,13
1005,14
390,14
607,14
818,14
378,14
443,14
219,14
984,14
860,14
340,14
608,14
130,14
747,14
670,14
520,14
65,14
399,14
839,14
943,14
20,14
237,14
205,14
722,14
851,14
962,14
409,14
745,14
746,14
108,14
960,14
5,14
624,14
781,14
43,14
83,15
494,15
629,15
883,15
819,15
119,15
307,15
612,15
999,15
16,15
729,15
775,15
784,15
98,15
338,15
899,15
417,15
758,15
466,15
1010,15
96,15
972,15
173,15
613,15
189,15
547,15
583,15
766,15
424,15
981,15
254,15
757,15
658,15
744,15
618,15
700,15
531,15
111,15
703,15
215,15
276,15
523,15
756,15
11,15
153,15
26,15
805,15
582,15
724,15
157,15
865,15
881,15
84,15
955,15
693,15
97,15
922,15
1022,15
836,15
29,15
755,15
1003,15
363,15
971,15
698,15
794,15
662,15
310,15
521,15
40,15
594,15
165,15
136,15
964,15
92,15
831,15
726,15
696,15
998,15
941,15
980,15
880,15
211,15
317,15
508,15
295,15
64,15
513,15
859,15
95,15
672,15
897,15
619,15
1019,15
23,15
648,15
641,15
804,15
837,15
601,15
684,15
177,15
916,15
611,15
898,15
159,15
421,15
294,15
750,15
772,15
429,15
732,15
321,15
743,15
620,15
644,15
736,15
668,15
438,15
900,15
488,15
354,15
562,15
344,15
637,15
1016,15
579,15
706,15
129,15
242,15
545,15
465,15
281,15
22,15
352,15
892,15
558,15
25,15
654,15
522,15
546,15
259,15
299,15
181,15
217,15
847,15
890,15
204,15
593,15
983,15
995,15
1013,15
925,15
681,15
253,15
518,15
68,2
206,2
220,2
702,2
536,2
372,2
38,2
467,2
788,2
604,2
776,2
464,2
1008,2
441,2
871,2
28,2
1004,2
2,2
49,2
947,2
420,2
271,2
162,3
768,3
384,3
731,3
615,3
893,3
401,3
453,3
